,lr,betas,filters,pool_size,fully_connected,drop,train_loss,validation_loss,loss_diff,train_precision,validation_precision,train_recall,validation_recall,train_f1_score,validation_f1_score,epoch_time
118,0.0018,"(0.9, 0.99)","(96, 8)",2,100,0.4,2.6117397911071776,2.617067405155727,0.005327614048549201,0.3462228387802059,0.33497326758056534,0.2587,0.2526875,0.25691556654756026,0.2488771347808134,8.43109608888626
119,0.003,"(0.9, 0.99)","(96, 8)",2,100,0.4,2.634485708618164,2.6400807130904425,0.005595004472278564,0.36339968726393523,0.37030774199652094,0.235825,0.229875,0.23618247860724204,0.2289821769300337,8.265889751911164
120,0.0018,"(0.9, 0.99)","(96, 8)",2,150,0.0,2.492748494338989,2.564438138689314,0.07168964435032477,0.3839595078469852,0.3060850511444233,0.381375,0.30643750000000003,0.369027410311332,0.2940390515332907,8.116732776165009
121,0.003,"(0.9, 0.99)","(96, 8)",2,150,0.0,2.499475320053101,2.571859280268351,0.07238396021525029,0.36817490602780256,0.28609348841097465,0.37365000000000004,0.29712500000000003,0.35738751118869205,0.2823823603387794,8.20492194890976
122,0.0018,"(0.9, 0.99)","(96, 8)",2,150,0.2,2.549022282028198,2.567143201828003,0.018120919799804902,0.3619652719272054,0.33972470016327905,0.32136875,0.3033125,0.3109077431401788,0.29229470346584213,8.357712209224701
123,0.003,"(0.9, 0.99)","(96, 8)",2,150,0.2,2.552141418838501,2.571926726235284,0.01978530739678286,0.35102255706845087,0.33494677976655574,0.3182625,0.29700000000000004,0.2995563189466204,0.27620689344042926,8.684095156192779
124,0.0018,"(0.9, 0.99)","(96, 8)",2,150,0.4,2.6659714267730714,2.6722902229854038,0.006318796212332334,0.36455552631120014,0.3517925122507664,0.20366875,0.1968125,0.20450773901439728,0.19572280698218025,8.560317134857177
125,0.003,"(0.9, 0.99)","(96, 8)",2,150,0.4,2.608067362976074,2.6159913539886475,0.00792399101257324,0.33825966927876283,0.3465242063931806,0.26103125,0.251375,0.2513497142270261,0.24202762847874948,8.46997230052948
126,0.0018,"(0.9, 0.99)","(96, 8)",5,50,0.0,2.5172847480773926,2.5768208617255803,0.05953611364818778,0.35345824243732793,0.29545682473512114,0.35555,0.29281250000000003,0.3364335355830726,0.27501902083908863,6.66470353603363
127,0.003,"(0.9, 0.99)","(96, 8)",5,50,0.0,2.5222263156890867,2.576180098548768,0.05395378285968144,0.35013080731670937,0.29596945954726966,0.35005624999999996,0.294375,0.3354623783306373,0.28057112233145365,6.658458423614502
128,0.0018,"(0.9, 0.99)","(96, 8)",5,50,0.2,2.5602512622833253,2.581972035150679,0.021720772867353855,0.3646534012388964,0.31492776205841966,0.30999375,0.2865,0.3001022052608927,0.2756651519135749,6.642190647125244
129,0.003,"(0.9, 0.99)","(96, 8)",5,50,0.2,2.5523916915893556,2.571993668874105,0.019601977284749328,0.3383591628814294,0.3236310793478001,0.318175,0.2980625,0.3070930688669345,0.28694517418526494,6.758378720283508
130,0.0018,"(0.9, 0.99)","(96, 8)",5,50,0.4,2.6039619873046873,2.6139178503127325,0.009955863008045185,0.3253890811760998,0.3099511150189971,0.26561875,0.25393750000000004,0.24777676400020662,0.2329559716546701,6.665551209449768
131,0.003,"(0.9, 0.99)","(96, 8)",5,50,0.4,2.6312715019226074,2.6352146277351984,0.003943125812591042,0.32213813357694776,0.3173351046187036,0.234375,0.2288125,0.21554872401465594,0.20614696473891025,6.701439476013183
132,0.0018,"(0.9, 0.99)","(96, 8)",5,100,0.0,2.510781052017212,2.5733215279049344,0.06254047588772238,0.36290375620345255,0.2905161680760723,0.36241249999999997,0.29818750000000005,0.346820605348345,0.28356479982202065,6.505952954292297
133,0.003,"(0.9, 0.99)","(96, 8)",5,100,0.0,2.543337745666504,2.59340929228162,0.05007154661511626,0.30948714212514716,0.2585783877251245,0.32849375000000003,0.27737500000000004,0.30653684145513876,0.25798325872428773,6.592687940597534
134,0.0018,"(0.9, 0.99)","(96, 8)",5,100,0.2,2.5847004375457763,2.5987741871485635,0.014073749602787178,0.34331453641723997,0.3298877201826662,0.284425,0.26968749999999997,0.2810324264671638,0.2656640501481073,6.776104617118835
135,0.003,"(0.9, 0.99)","(96, 8)",5,100,0.2,2.568940785217285,2.5858042126610163,0.01686342744373137,0.34993334195299064,0.3272633107357078,0.3003625,0.2824375,0.2935043883004976,0.27221766481966997,6.584431254863739
136,0.0018,"(0.9, 0.99)","(96, 8)",5,100,0.4,2.647805173110962,2.653215790551806,0.005410617440844145,0.34223098246659256,0.3446965904856809,0.21730624999999998,0.2111875,0.21404405655556252,0.20542973022737232,6.58592699766159
137,0.003,"(0.9, 0.99)","(96, 8)",5,100,0.4,2.6276388652801512,2.635714368214683,0.008075502934531631,0.35318734173389976,0.34235565428666426,0.23926250000000002,0.2299375,0.2369352117255174,0.22562901985697867,6.735837781429291
138,0.0018,"(0.9, 0.99)","(96, 8)",5,150,0.0,2.508371816635132,2.568406895985679,0.06003507935054708,0.36495057307105516,0.30384717912299064,0.3647,0.3028125,0.3473394700685719,0.2878544721754927,6.5838811755180355
139,0.003,"(0.9, 0.99)","(96, 8)",5,150,0.0,2.5194522232055663,2.569966096726675,0.05051387352110881,0.35728491226726167,0.30875809150407296,0.3526125,0.3004375,0.3368621158590571,0.2869238760563304,6.590391278266907
140,0.0018,"(0.9, 0.99)","(96, 8)",5,150,0.2,2.5388571628570555,2.5620958464486256,0.02323868359157011,0.348309342806415,0.3247503409287992,0.332625,0.3060625,0.31429448992350495,0.2881424643189219,6.801014149188996
141,0.003,"(0.9, 0.99)","(96, 8)",5,150,0.2,2.5857839164733885,2.601438775895134,0.015654859421745382,0.3246775531082152,0.31010079719646766,0.28356875,0.2680625,0.2784209890317145,0.2621855674852583,6.751370322704315
142,0.0018,"(0.9, 0.99)","(96, 8)",5,150,0.4,2.6442692375183103,2.644612853489225,0.0003436159709147013,0.3540742895590725,0.3548560496461598,0.22491875,0.22362500000000002,0.2301304940841009,0.22734511452361666,6.823018872737885
143,0.003,"(0.9, 0.99)","(96, 8)",5,150,0.4,2.679767348861694,2.6818484200371637,0.0020810711754695177,0.3481004041582866,0.332797706089372,0.18649375,0.185,0.17877395537787305,0.17235519085699877,6.900618398189545
144,0.0018,"(0.9, 0.99)","(96, 8)",10,50,0.0,2.5040828369140624,2.565917098332965,0.06183426141890269,0.3608521317358832,0.3029666417467915,0.36913125,0.3055625,0.3528449660976809,0.29135398003411994,6.536709451675415
145,0.003,"(0.9, 0.99)","(96, 8)",10,50,0.0,2.533932831954956,2.5948529432690335,0.060920111314077374,0.34020212442494663,0.282312061941206,0.33869375,0.2755625,0.3216021864800324,0.26087086294593365,6.42359813451767
146,0.0018,"(0.9, 0.99)","(96, 8)",10,50,0.2,2.606063669586182,2.6176266897292364,0.011563020143054548,0.36348162602570266,0.35275274722078753,0.263225,0.251875,0.24565811871593174,0.2325211381007295,6.574467015266419
147,0.003,"(0.9, 0.99)","(96, 8)",10,50,0.2,2.6589809722900393,2.665543139926971,0.006562167636931626,0.32284437829938745,0.3158543201525567,0.21142500000000003,0.203625,0.21061173176068454,0.20070014362012634,6.522088372707367
148,0.0018,"(0.9, 0.99)","(96, 8)",10,50,0.4,2.7244579475402833,2.722133821911282,-0.0023241256290011947,0.32003111348079494,0.3077230744854998,0.14419375,0.1474375,0.1428038656979844,0.14367090424119502,6.522669196128845
149,0.003,"(0.9, 0.99)","(96, 8)",10,50,0.4,2.7680820358276366,2.7686681671748086,0.0005861313471720031,0.2822988499149313,0.26238000606358824,0.09925,0.098,0.07355494714647748,0.07085599220257206,6.564935684204102
150,0.0018,"(0.9, 0.99)","(96, 8)",10,100,0.0,2.5301451927185057,2.581620019579691,0.0514748268611851,0.3358545773332775,0.2849617305591095,0.342175,0.2886875,0.32582721902246703,0.2735789805910906,6.467068231105804
151,0.003,"(0.9, 0.99)","(96, 8)",10,100,0.0,2.5399466972351075,2.5871156056722007,0.047168908437093204,0.3295177464826204,0.2936662579296533,0.33256875,0.28356250000000005,0.31581094977924434,0.269317858387482,6.5207204699516295
152,0.0018,"(0.9, 0.99)","(96, 8)",10,100,0.2,2.668733240890503,2.671754829467289,0.0030215885767859163,0.35268527979428377,0.3420185678865783,0.20009375,0.198625,0.20240399263600395,0.19928165038321558,6.487486839294434
153,0.003,"(0.9, 0.99)","(96, 8)",10,100,0.2,2.701428276062012,2.705761818658738,0.0043335425967261365,0.3690357963760924,0.3525663230334896,0.1699,0.165,0.16760363918735358,0.15911028364278645,6.569897973537445
154,0.0018,"(0.9, 0.99)","(96, 8)",10,100,0.4,2.6846107524871825,2.685329584848313,0.0007188323611306835,0.37495843953152774,0.3498081439386855,0.18185625,0.1811875,0.16618781939073896,0.16541479707008216,6.506038773059845
155,0.003,"(0.9, 0.99)","(96, 8)",10,100,0.4,2.7409691665649416,2.7409802240038674,1.1057438925821117e-05,0.29333085880797793,0.2961475148075321,0.12985000000000002,0.1291875,0.12091556352312272,0.11963690878123306,6.3511153817176815
156,0.0018,"(0.9, 0.99)","(96, 8)",10,150,0.0,2.5336136123657225,2.594011601947603,0.060397989581880474,0.33848520954367517,0.2804045750571449,0.33853750000000005,0.2755625,0.32495623852120425,0.2641385365445309,6.42758629322052
157,0.003,"(0.9, 0.99)","(96, 8)",10,150,0.0,2.5294941677093505,2.5823811235881986,0.05288695587884806,0.3373979374030193,0.28658437730836,0.34253125,0.28725,0.3265055981958139,0.2721729358766864,6.55622683763504
158,0.0018,"(0.9, 0.99)","(96, 8)",10,150,0.2,2.6351408992767333,2.641549443441724,0.006408544164990815,0.35231571504650777,0.34207744254785755,0.23407499999999998,0.22793750000000002,0.22981803461751563,0.22174590475286948,6.343538427352906
159,0.003,"(0.9, 0.99)","(96, 8)",10,150,0.2,2.653523871231079,2.6584202751280768,0.0048964038969976365,0.36227204205500885,0.33659639621684523,0.216125,0.21075,0.22222300250116914,0.2144499563519583,6.33734005689621
160,0.0018,"(0.9, 0.99)","(96, 8)",10,150,0.4,2.7634028232574464,2.7616313601297047,-0.0017714631277416792,0.3968491866471714,0.3696363157845347,0.10858749999999999,0.11031250000000001,0.09448792955482127,0.09624667817312037,6.311249089241028
161,0.003,"(0.9, 0.99)","(96, 8)",10,150,0.4,2.7403231330871582,2.7360630981505865,-0.004260034936571788,0.344428573224162,0.3549180284128974,0.13063125,0.1351875,0.1312848115232869,0.13376722723086665,6.392034006118775
162,0.0018,"(0.9, 0.99)","(96, 32)",2,50,0.0,2.422645830154419,2.5683520029461575,0.14570617279173836,0.44962837644504616,0.2922925304947177,0.45233750000000006,0.302,0.4261536501514932,0.2850493055427299,8.287752449512482
163,0.003,"(0.9, 0.99)","(96, 32)",2,50,0.0,2.423534631729126,2.554253139193096,0.13071850746396985,0.43690015747750743,0.2965980342158192,0.45059999999999995,0.3180625,0.4272749615553608,0.30000714308364385,8.464652907848357
164,0.0018,"(0.9, 0.99)","(96, 32)",2,50,0.2,2.4910500877380373,2.532755628464714,0.04170554072667665,0.38040913500568746,0.3401365391961618,0.38085625,0.3375625,0.36485694897364807,0.32225830149298557,8.447630560398101
165,0.003,"(0.9, 0.99)","(96, 32)",2,50,0.2,2.498390874862671,2.5373854410080683,0.038994566145397425,0.37004120541419205,0.3246134145868933,0.3732,0.33381249999999996,0.358473652983375,0.3185115134570353,8.366897630691529
166,0.0018,"(0.9, 0.99)","(96, 32)",2,50,0.4,2.5687674488067627,2.5858322779337564,0.017064829126993697,0.34824913495702087,0.33792557379302923,0.3016625,0.28425,0.28894451415990735,0.27102294750871214,8.363888382911682
167,0.003,"(0.9, 0.99)","(96, 32)",2,50,0.4,2.5586094970703126,2.572811202397422,0.014201705327109515,0.32613855848163686,0.31171776855627853,0.31198125,0.2973125,0.2954983163274657,0.2801025604948345,8.39069378376007
168,0.0018,"(0.9, 0.99)","(96, 32)",2,100,0.0,2.399794140625,2.559503161717975,0.1597090210929748,0.4783595818691795,0.31147598760270623,0.47535625,0.311125,0.46248667559895973,0.300677324638311,8.267873430252076
169,0.003,"(0.9, 0.99)","(96, 32)",2,100,0.0,2.4149214714050293,2.5647904191698347,0.14986894776480542,0.4577414684538199,0.29720555494003176,0.4592625,0.30556249999999996,0.4489364732706615,0.29426204615095075,8.258668792247772
170,0.0018,"(0.9, 0.99)","(96, 32)",2,100,0.2,2.497872438430786,2.5440175608983115,0.04614512246752556,0.3939344101956706,0.34641241070566253,0.37448125,0.3268125,0.36614897975398586,0.31776282876409173,8.358926343917847
171,0.003,"(0.9, 0.99)","(96, 32)",2,100,0.2,2.514905767059326,2.553118524097261,0.03821275703793514,0.3913976500446373,0.34855947364100887,0.35672500000000007,0.3174375,0.3525243989167746,0.3109989091281589,8.362759268283844
172,0.0018,"(0.9, 0.99)","(96, 32)",2,100,0.4,2.553182746887207,2.570596290013147,0.017413543125940123,0.3217322523939432,0.3009581708539977,0.31756874999999996,0.30062500000000003,0.29666331193711853,0.2787391006787736,8.362443482875824
173,0.003,"(0.9, 0.99)","(96, 32)",2,100,0.4,2.5466540370941164,2.5674003230200872,0.02074628592597083,0.3406904808163908,0.31546411169042643,0.32388125,0.30281250000000004,0.3127220497203298,0.2913619387095277,8.368294680118561
174,0.0018,"(0.9, 0.99)","(96, 32)",2,150,0.0,2.3975460346221924,2.571135339282808,0.17358930466061562,0.487368872493628,0.2923658962168795,0.47743125000000003,0.2993125,0.460853735263473,0.2834259499208933,8.31274061203003
175,0.003,"(0.9, 0.99)","(96, 32)",2,150,0.0,2.4038858097076417,2.5597791406843395,0.15589333097669789,0.4705963725090801,0.30701361195799615,0.47040625,0.310875,0.4599621847307458,0.30066006816536056,8.564765298366547
176,0.0018,"(0.9, 0.99)","(96, 32)",2,150,0.2,2.482995631790161,2.526890478436909,0.04389484664674814,0.3977509901011381,0.3553141520921993,0.389025,0.34406250000000005,0.37885914427811496,0.3332327731318476,8.54797066450119
177,0.003,"(0.9, 0.99)","(96, 32)",2,150,0.2,2.4870572299957274,2.5385585853031705,0.05150135530744304,0.3833575636490175,0.33521226988219455,0.38480000000000003,0.33199999999999996,0.37386853719712276,0.32236361505994515,8.480520570278168
178,0.0018,"(0.9, 0.99)","(96, 32)",2,150,0.4,2.5327566234588623,2.555653556944832,0.02289693348596966,0.3607826678161588,0.32269735528887705,0.33860625,0.31306249999999997,0.326584401349773,0.3017447408596277,8.455114996433258
179,0.003,"(0.9, 0.99)","(96, 32)",2,150,0.4,2.549448294067383,2.5646814580947632,0.015233164027380397,0.3170763539857996,0.29286427880275095,0.32185625,0.3046875,0.3004167298156116,0.28337575759734757,8.52682489156723
180,0.0018,"(0.9, 0.99)","(96, 32)",5,50,0.0,2.427832656097412,2.548529280556573,0.12069662445916096,0.4482384091581366,0.31749131107725953,0.44686875,0.32162500000000005,0.4297505080995301,0.3068448515048141,6.688433158397674
181,0.003,"(0.9, 0.99)","(96, 32)",5,50,0.0,2.453705184173584,2.566861799785069,0.11315661561148493,0.41513672930095924,0.2901538736099183,0.419975,0.302875,0.3961769533517219,0.28340688922367996,6.692749106884003
182,0.0018,"(0.9, 0.99)","(96, 32)",5,50,0.2,2.492770990371704,2.528744629451207,0.035973639079502906,0.3723221897631843,0.34288686089220166,0.37945625000000005,0.34262499999999996,0.3606055369995774,0.32371282446531036,6.75125333070755
183,0.003,"(0.9, 0.99)","(96, 32)",5,50,0.2,2.525394871520996,2.551308624328129,0.025913752807132706,0.36654268848988614,0.3436499097971999,0.34546875,0.31975,0.33353074612055905,0.30683022464678283,6.69187297821045
184,0.0018,"(0.9, 0.99)","(96, 32)",5,50,0.4,2.560427365875244,2.5753652443961492,0.014937878520905112,0.31273974264731197,0.29656085978172086,0.31025625,0.29412499999999997,0.28935268085504284,0.2722237897399525,6.85571299791336
185,0.003,"(0.9, 0.99)","(96, 32)",5,50,0.4,2.553709854888916,2.56527208525037,0.011562230361453985,0.3322588186034596,0.325002661528444,0.31700625,0.30293749999999997,0.2976825327567495,0.2824958590797952,6.7342921733856205
186,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.0,2.4479014625549316,2.5647111809442915,0.11680971838935994,0.4161976537448646,0.28809472179255796,0.42640625,0.306625,0.3994035115894383,0.28625957155392867,6.764689612388611
187,0.003,"(0.9, 0.99)","(96, 32)",5,100,0.0,2.450036549377441,2.553122323656839,0.10308577427939802,0.4195647200116816,0.3083566229716818,0.42375625,0.318,0.4079366016327081,0.30412301154196597,6.749244225025177
188,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.2,2.5067540912628172,2.5442719005403065,0.03751780927748927,0.377049148826604,0.338481763942469,0.36475,0.3260625,0.3517909989667304,0.3130999758525445,6.820102834701538
189,0.003,"(0.9, 0.99)","(96, 32)",5,100,0.2,2.5389135055541994,2.566455322598654,0.027541817044454575,0.3769282486240926,0.3509371422755267,0.33216875,0.304875,0.32746038275091427,0.299533699218834,6.8004764199256895
190,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.4,2.5653626220703125,2.58214599367172,0.016783371601407637,0.3324928853836625,0.31213357187720425,0.30510625,0.2870625,0.2832009572307722,0.26462139334619605,6.877393066883087
191,0.003,"(0.9, 0.99)","(96, 32)",5,100,0.4,2.5525794250488283,2.5672132060641335,0.014633781015305214,0.3467629756057321,0.3374347810584287,0.31843125,0.30175,0.30420556675189203,0.2880143895798161,6.938185334205627
192,0.0018,"(0.9, 0.99)","(96, 32)",5,150,0.0,2.4530666690826415,2.5688442540547203,0.1157775849720788,0.3988495506881723,0.27607017827438785,0.4206875,0.3033125,0.39617559283664616,0.28467901719647615,6.760275423526764
193,0.003,"(0.9, 0.99)","(96, 32)",5,150,0.0,2.4569467609405518,2.5517614493294367,0.09481468838888496,0.39866711876368127,0.30158594301047986,0.41615,0.31906249999999997,0.39682598546038733,0.30347687302299664,6.884451270103455
194,0.0018,"(0.9, 0.99)","(96, 32)",5,150,0.2,2.5096334018707274,2.547467485306755,0.037834083436027566,0.35481778310882606,0.31963287677361796,0.36169999999999997,0.322375,0.3443697292944818,0.3075261433052179,6.763975191116333
195,0.003,"(0.9, 0.99)","(96, 32)",5,150,0.2,2.5198597663879396,2.5491965081956653,0.02933674180772572,0.37666873183232785,0.34644329102845883,0.35153124999999996,0.3215,0.3452372105001634,0.31572763115234587,6.637434887886047
196,0.0018,"(0.9, 0.99)","(96, 32)",5,150,0.4,2.5527744159698487,2.5657847835904075,0.01301036762055885,0.3440601020627486,0.33785179683337446,0.31755625,0.3046875,0.30316257719830436,0.2912862196234398,6.657676076889038
197,0.003,"(0.9, 0.99)","(96, 32)",5,150,0.4,2.568620932388306,2.578389432695177,0.009768500306871264,0.3346945151198152,0.3240487844838287,0.30060625,0.2905625,0.2790357341703261,0.2667315476955579,6.6928183197975155
198,0.0018,"(0.9, 0.99)","(96, 32)",10,50,0.0,2.4554041763305663,2.564013886073279,0.10860970974271256,0.39094902577896073,0.28164094136005446,0.41848125,0.307375,0.39356034366750103,0.28761442253258834,6.439634001255035
199,0.003,"(0.9, 0.99)","(96, 32)",10,50,0.0,2.4616175453186036,2.5678850771888855,0.10626753187028193,0.39509484685282803,0.28796406969984745,0.41199375000000005,0.3041875,0.38902136431895934,0.2866394929201851,6.342542493343354
200,0.0018,"(0.9, 0.99)","(96, 32)",10,50,0.2,2.543989157485962,2.568793569292341,0.024804411806379267,0.3508980048550926,0.3249450057178962,0.32731875,0.303,0.32250815714844494,0.2964358068505435,6.564006555080414
201,0.003,"(0.9, 0.99)","(96, 32)",10,50,0.2,2.579015140533447,2.598767780122303,0.019752639588855647,0.34943664428728083,0.3198548054074407,0.2918375,0.27156250000000004,0.28455277354213193,0.26355964347253197,6.5916143417358395
202,0.0018,"(0.9, 0.99)","(96, 32)",10,50,0.4,2.6627814785003663,2.671012833004906,0.008231354504539823,0.29797777758308985,0.28057759689485307,0.20769375,0.1985,0.2024903980353533,0.19149406254416151,6.614701247215271
203,0.003,"(0.9, 0.99)","(96, 32)",10,50,0.4,2.7642229114532473,2.7668501990182057,0.002627287564958447,0.22260721962176044,0.2132120490022964,0.108625,0.1065,0.10405367256561254,0.0998489055702228,6.504601764678955
204,0.0018,"(0.9, 0.99)","(96, 32)",10,100,0.0,2.4558057636260986,2.5537916327279713,0.09798586910187268,0.407135949919605,0.28671313213252825,0.41798124999999997,0.317625,0.3931957117344347,0.2978746047437887,6.438192248344421
205,0.003,"(0.9, 0.99)","(96, 32)",10,100,0.0,2.4688422485351564,2.55901214811537,0.09016989958021338,0.38174418706639335,0.2858604232149029,0.40431875,0.3121875,0.37780308295133597,0.29003171011091683,6.495727515220642
206,0.0018,"(0.9, 0.99)","(96, 32)",10,100,0.2,2.5382661014556884,2.5660586205739824,0.027792519118293946,0.3584386883106304,0.32810982781550846,0.33366874999999996,0.305125,0.3234119360919494,0.29639058764319776,6.584627270698547
207,0.003,"(0.9, 0.99)","(96, 32)",10,100,0.2,2.617990295410156,2.6289752892085483,0.010984993798392129,0.3614958871933879,0.34287095823036673,0.25369375,0.2419375,0.26847117952964245,0.2537865919310192,6.621646773815155
208,0.0018,"(0.9, 0.99)","(96, 32)",10,100,0.4,2.657374998474121,2.663473749917651,0.006098751443529782,0.2994058077049429,0.283683356579849,0.21367500000000003,0.20725,0.21794620508030557,0.21057814661898494,6.641241562366486
209,0.003,"(0.9, 0.99)","(96, 32)",10,100,0.4,2.732670460510254,2.7340434354449075,0.0013729749346533815,0.3154796837747556,0.3045969895628027,0.14092500000000002,0.139125,0.14255223822244925,0.13805135562417215,6.632994830608368
210,0.0018,"(0.9, 0.99)","(96, 32)",10,150,0.0,2.4525831214904783,2.5624404369838656,0.10985731549338729,0.4122041613580654,0.29935191254587457,0.42143125000000003,0.3091875,0.40119103356778174,0.29129465347664935,6.568508505821228
211,0.003,"(0.9, 0.99)","(96, 32)",10,150,0.0,2.4702094188690187,2.559497852174063,0.0892884333050441,0.38650992475040263,0.2951108847942421,0.40283749999999996,0.3113125,0.38215828403039787,0.2943905642898118,6.327084994316101
212,0.0018,"(0.9, 0.99)","(96, 32)",10,150,0.2,2.5896262214660646,2.608972814348009,0.019346592881944513,0.3752906678075377,0.35075987773491124,0.28210625,0.2615,0.28826755068484927,0.26341862655492293,6.4624781012535095
213,0.003,"(0.9, 0.99)","(96, 32)",10,150,0.2,2.617069146347046,2.6298792021615163,0.012810055814470367,0.34754432445691663,0.3141942448434303,0.2544875,0.24081249999999998,0.26238951625318996,0.2453897444088153,6.45999960899353
214,0.0018,"(0.9, 0.99)","(96, 32)",10,150,0.4,2.7204043518066405,2.7197863942100886,-0.0006179575965519213,0.3480044575295347,0.3410077091193496,0.1519375,0.15200000000000002,0.16959489070278216,0.16694448854179889,6.440300095081329
215,0.003,"(0.9, 0.99)","(96, 32)",10,150,0.4,2.7393436183929443,2.739120063327608,-0.00022355506533644487,0.28859087180213183,0.2688310934927351,0.13415624999999998,0.134,0.13181735141529807,0.1302377845149968,6.47990757226944
